Proposition,Nom d&apos;auteur,Âge,Département,Nb de votes,% pour,% contre,% neutre,theme,cluster_id
Il faut taxer les gros groupes agroalimentaires (type Mcdo ou coca cola…) pour palier l&apos;impact des emballages jetés dans la nature,Therese,60.0,66.0,292,0.858,0.056,0.086,Waste Reduction and Recycling,18
"Il faut des îlots de fraîcheur, favoriser la biodiversité et sensibiliser le public en créant en centre ville des forêts urbaines.",Audrey,,,268,0.849,0.057,0.094,Environmental Protection,8
Il faut faciliter la rénovation de logements existants pour limiter les constructions neuves,Karen,47.0,38.0,294,0.866,0.052,0.082,Urban Planning and Green Spaces,16
"Il faut augmenter le nombre de réserves biologiques, y compris de petites tailles, et ce sur l&apos;ensemble du territoire national.",Mathieu,,,292,0.834,0.09,0.076,Protected Areas and Nature Reserves,12
Il faut d&apos;office un filtre à micro plastique dans les nouvelles machines à laver afin de préserver nos océans,Yleana,20.0,971.0,294,0.845,0.045,0.11,Waste Reduction and Recycling,18
Il faut continuer de nettoyer les courts d’eaux et améliorer le drainage des sols et routes : arrêtons de bétonner les sols créons des parcs,Mehdi,58.0,,287,0.85,0.05,0.1,Environmental Protection,8
"Il faut développer tout ce qui favorise le recyclage et les réparations (informatique, électromenager, objets usuels, etc.)",Pierre,,,301,0.917,0.016,0.067,Waste Reduction and Recycling,18
"Il faut interdire les éclairages publics et privés inutiles, en éteignant aux heures inutiles, et en installant des détecteurs de mouvement.",Estelle,,,544,0.901,0.043,0.057,Waste Reduction and Recycling,18
Il faut intégrer des classes vertes hebdomadaires dans les programmes scolaires pour mieux exposer les enfants à la biodiversité,Sylvie,59.0,,248,0.853,0.054,0.094,Citizen Engagement and Education,3
Il faut que les enjeux liés à la biodiversité soient systématiquement inclus dans les standards des actionnaires /investisseurs ,Mathieu,43.0,,244,0.842,0.05,0.107,Conservation of Biodiversity,5
Il faut des peines plus lourdes pour ceux qui s&apos;attaquent aux espèces protégées,Edwige,23.0,62.0,300,0.835,0.063,0.102,Animal Welfare,0
"Il faut permettre aux professeurs des écoles d’accompagner leurs élèves pour apprendre en forêt, au bord de la mer, etc.",Christine,58.0,33.0,292,0.865,0.028,0.107,Citizen Engagement and Education,3
Il faut végétaliser les écoles (et autres espaces publics) pour lutter contre les effets du réchauffement,Dorothée,45.0,92.0,296,0.877,0.045,0.079,Environmental Protection,8
"Il faut obliger le don des légumes jetés par les hypermarché car fanés ou invendables, aux eleveurs de bétail au lieu de jeter",Amélie,41.0,,301,0.864,0.034,0.102,Sustainable Agriculture,14
"Il faut un quota minimum d&apos;arbres de plus de 5 mètres dans les villes pour réduire les impacts des canicules, prévenir les sécheresse...",chasleries,44.0,,296,0.851,0.028,0.121,Urban Planning and Green Spaces,16
Il faut que les villes se fleurissent abondamment en fleurs mellifères pour nourrir les insectes pollinisateurs,Lacharme,55.0,,294,0.862,0.035,0.103,Environmental Protection,8
Il faut imposer un quota d&apos;implantation d&apos;arbres en ville pour favoriser le retour d&apos;oiseaux et autres animaux qui en ont besoin,mylene,48.0,,308,0.85,0.059,0.09,Biomass and Forest Management,2
"Il faut stopper les agents chimiques anti-tout, mauvaises herbes/insectes chez les particuliers et les agriculteurs, surtout près de rivière",Céline,40.0,,298,0.857,0.091,0.051,Pesticide Reduction,11
Il faut réduire la pollution lumineuse.,Florent,43.0,47.0,536,0.905,0.045,0.05,Environmental Protection,8
Il faut promouvoir les engrais verts et les associations de plantes,Edwige,23.0,62.0,294,0.873,0.042,0.086,Biomass and Forest Management,2
Il faut remettre des haies entre les parcelles agricoles,Catherine,73.0,33.0,296,0.863,0.069,0.069,Sustainable Agriculture,14
"Il faut expliquer aux enfants et adultes l&apos;interdépendance des espèces, la disparition d&apos;une seule a un impact sur toutes, nous compris.",Armand,48.0,95.0,294,0.876,0.035,0.089,Conservation of Biodiversity,5
Il faut assurer des routes sûres pour la migration des espèces,Diana,31.0,92.0,301,0.86,0.047,0.092,Conservation of Biodiversity,5
"Il faut relancer certaines filières en agriculture non intensive pour éviter de déforester à l&apos;autre bout de la planète (graines, avocat)",Estelle,30.0,92.0,295,0.866,0.042,0.092,Sustainable Agriculture,14
"Il faut inciter et/ou pratiquer une agriculture biologique équitable avec rémunération juste sur toute la filière, notamment des paysans.",Bertin,64.0,91.0,300,0.853,0.072,0.074,Sustainable Agriculture,14
Il faut séparer les eaux pluviales et eaux usées dans les villes où ce n&apos;est pas le cas : réutiliser l&apos;eau propre au lieu de la contaminer !,PALMAR,42.0,13.0,287,0.862,0.031,0.107,Water Conservation,19
"Il faut en finir avec les procès intentés par les néoruraux pour le bruits des grenouilles, des coqs, etc ou les odeurs de la campagne",Bernard,74.0,54.0,296,0.86,0.038,0.102,Animal Welfare,0
Il faut qu&apos;on continue de fleurir nos petites cours. Cela attire divers insectes pollinisateurs. La vie reprend quelques petits droits.,Anna,63.0,75.0,295,0.89,0.028,0.082,Insect Protection,10
"Il faut des abris dans toutes les villes (oiseaux, chauve souris, insectes) afin de réguler les + intempestives naturellement (moustiques).",Blandine,30.0,,296,0.867,0.062,0.072,Insect Protection,10
Il faut renforcer la régulation sur la pêche et la chasse avec la mise en place de quotas et des interdictions pour les espèces menacées,AXA,,,314,0.847,0.079,0.074,Animal Welfare,0
"Il faut enseigner aux enfants le nom des plantes, arbres, oiseaux, insectes, etc. pour qu&apos;ils soient en mesure d&apos;en comprendre la valeur",Serge,72.0,,294,0.871,0.049,0.081,Conservation of Biodiversity,5
Il faut favoriser la reconstruction de haies dans les champs agricoles,DOMINIQUE,64.0,94.0,296,0.866,0.082,0.052,Conservation of Biodiversity,5
"Il faut que les peines maximales pour des délits envers la biodiversité deviennent la norme, et non plus l’exception.",Le Pôle Grands Prédateurs,,,936,0.792,0.129,0.078,Conservation of Biodiversity,5
Il faut encourager les programmes scolaires à l&apos;extérieur des bâtiments observer les concepts écologiques et inciter à protéger la nature,Emilie,44.0,78.0,296,0.819,0.035,0.146,Environmental Protection,8
"Il faut un environnement urbain et développer les surfaces non bitumées, chemins etc, pour permettre aux eaux pluviales de s&apos;infiltrer",eric,67.0,,288,0.869,0.046,0.084,Urban Planning and Green Spaces,16
Il faut adapter les éclairages urbains pour qu&apos;ils éclairent les trottoirs et pas les arbres.,Catherine,67.0,92.0,622,0.887,0.032,0.081,Urban Planning and Green Spaces,16
"Il faut protéger les forêts, restaurer les cours d’eau et installer des toitures végétalisées en milieu urbain.",Cecile,55.0,,392,0.877,0.02,0.103,Biomass and Forest Management,2
"Il faut arrêter la déforestation, les coupes rases et les plantations d&apos;arbres mono-espèces, et privilégier la libre évolution des forêts.",Corinne,68.0,34.0,292,0.838,0.103,0.059,Biomass and Forest Management,2
"Il faut contrôler et limiter davantage les ""investissements "" des collectivités locales : zones commerciales, lotissements, déviations, etc.",Claude,43.0,,292,0.841,0.052,0.107,Environmental Protection,8
Il faut contrôler la betonisation des communes,Laura,,,293,0.872,0.052,0.076,Urban Planning and Green Spaces,16
Il faut régulièrement mener des ramassages citoyens des déchets abandonnés dans la nature et sensibiliser aux effets du plastique sur elle.,JÉCi agglo d&apos;Alès,45.0,,306,0.884,0.037,0.079,Waste Reduction and Recycling,18
Il faut éduquer dès le premier âge les hommes à la prise de conscience de l&apos;imbrication de l&apos;humain avec l&apos;Environnement et la Nature.,Pierre,75.0,6.0,296,0.85,0.045,0.106,Citizen Engagement and Education,3
"Il faut arrêter de détruire des forêts vivantes, diversifiées pour planter à la place des monocultures de résineux",Isa,56.0,14.0,298,0.824,0.081,0.095,Biomass and Forest Management,2
Il faut installer des jardins d&apos;école,Stéphanie,52.0,72.0,294,0.866,0.038,0.096,Urban Planning and Green Spaces,16
Il faut mieux contrôler les dépôt de déchets en pleine la nature afin d&apos;identifier les responsable et sanctionner selon la loi existante,celine,37.0,,292,0.902,0.039,0.059,Waste Reduction and Recycling,18
Il faut mettre en œuvre la loi zéro artificialisation des terres rapidement pour limiter la perte des espaces naturels et agricoles,Karine,50.0,29.0,293,0.828,0.076,0.096,Urban Planning and Green Spaces,16
"Il faut utiliser les eaux grises pour le nettoyage communal (e.g. nettoyage des rues, etc.)",Florence,49.0,,283,0.843,0.05,0.107,Water Conservation,19
"Il faut repenser et reboiser nos territoires afin de protéger nos sols, de restaurer la diversité, et de stocker du carbone .",laurent,56.0,48.0,296,0.861,0.055,0.084,Protected Areas and Nature Reserves,12
Il faut arrêter les produits chimiques qui tuent les pollinisateurs et d’autres insectes,Patricia,67.0,60.0,295,0.868,0.077,0.055,Insect Protection,10
Il faut empêcher le ruissellement des champs vers les fossés/ruisseaux/rivières avec des talus plantés et pas une simple bande enherbée.,Olivier,,,295,0.815,0.052,0.133,Biomass and Forest Management,2
"Il faut emmener les scolaires dans la nature, observer les étoiles, reconstruire le lien de proximité avec le vivant.",Katherine,,,513,0.917,0.015,0.068,Citizen Engagement and Education,3
"Il faut sensibiliser et contrôler les entreprises du bâtiment pour que les nids des espèces protégées ne soient pas détruits (hirondelles,.)",Tatiana,27.0,,292,0.851,0.052,0.097,Conservation of Biodiversity,5
Il faut récompenser les agriculteurs qui travaillent en bio et favoriser le développement d&apos;espaces en permaculture,Anne,66.0,,293,0.821,0.12,0.059,Sustainable Agriculture,14
"Il faut faire découvrir la nature aux enfants à l&apos;école via des sorties, des activités où il faut identifier les espèces rencontrées",Edwige,23.0,62.0,297,0.91,0.035,0.055,Citizen Engagement and Education,3
Il faut accompagner la pêche artisanale pour faire cesser les captures accidentelles d&apos;oiseaux et de cétacés,LPO France,,,1096,0.854,0.047,0.099,Conservation of Biodiversity,5
Il faut (sur)taxer l’importation de produit déjà existant localement ou produit sous des législations permissives et nuisible à l’écologie,Vincent,51.0,,296,0.831,0.07,0.099,Waste Reduction and Recycling,18
Il faut sensibiliser les plus jeunes avec des heures réservées à l’école pour parler de la biodiversité et surtout agir !,Franck,46.0,31.0,246,0.9,0.054,0.046,Conservation of Biodiversity,5
"Il faut planter des arbres dans les prés pour protéger les animaux (vaches, chevaux, ...) des canicules qui sont de plus en plus fréquentes.",Brigitte,62.0,14.0,296,0.859,0.031,0.109,Biomass and Forest Management,2
Il faut apprendre aux enfants à cultiver des légumes.,Nicolas,45.0,,293,0.872,0.018,0.11,Sustainable Agriculture,14
"Il faut végétaliser nos villes et villages pour l&apos;homme et pour la faune : réduction des T°, de CO2, dégagement d&apos;O2, zone ombragée",Jan,71.0,,294,0.889,0.042,0.069,Environmental Protection,8
"Il faut créer une vraie loi pour protéger les vieux arbres et haies inventoriés dans les PLUI, pour éviter leur destruction.",Yannick,40.0,,294,0.838,0.079,0.083,Biomass and Forest Management,2
Il faut instaurer le programme d&apos;Education Environnementale dans les écoles afin d&apos;apprendre aux enfants l&apos;importance la nature!,Mohamed,35.0,,292,0.872,0.049,0.079,Citizen Engagement and Education,3
Il faut multiplier les réensauvagements des cours d’eau,Yoann,18.0,,284,0.836,0.082,0.082,Water Conservation,19
"Il faut identifier, préserver et recréer des mares",Delphine,33.0,44.0,299,0.851,0.044,0.104,Water Conservation,19
"Il faut que tous les citoyens reçoivent une éducation sur les enjeux environnementaux, le cycle de l&apos;eau, l&apos;importance de la biodiversité",Marie-Astrid,39.0,,246,0.876,0.03,0.095,Citizen Engagement and Education,3
Il faut que le coût d&apos;un voyage continental coûte moins cher en train qu&apos;en avion,Max,,,296,0.848,0.045,0.107,Sustainable Transportation,15
"Il faut créer des zones interdites d&apos;accès pour protéger les lieux de reproduction, de ponte et de vie des espèces menacées",Aksel,19.0,95.0,300,0.838,0.111,0.051,Biomass and Forest Management,2
Il faut utiliser les friches industrielles plutôt que de construire sur des terres agricoles.,Frédéric,60.0,59.0,300,0.851,0.034,0.114,Environmental Protection,8
"Il faut planter au minimum des fleurs, au mieux des arbres sur un maximum de pelouses et terrains en friche des villes et villages.",Gaétan,31.0,14.0,306,0.879,0.04,0.081,Conservation of Biodiversity,5
Il faut un contrôle et une penalisation plus importante pour les atteintes à l&apos;environnement : la police dédiée doit être sur le terrain.,Veronique,57.0,31.0,301,0.847,0.076,0.077,Environmental Protection,8
Il faut planter des arbres. On devrait proposer des essences régionales aux habitants à coup réduit pour reboiser et aider la nature.,Laetitia,42.0,59.0,294,0.853,0.047,0.1,Environmental Protection,8
Il faut systématiser la collecte de l’eau de pluie et des eaux grises réhabilitées pour tous les usages possible,Claire,35.0,,282,0.877,0.044,0.079,Water Conservation,19
Il faut à minima faire respecter les réglementations et protections déjà existantes,Lacharme,55.0,,294,0.869,0.035,0.096,Environmental Protection,8
Il faut plus d&apos;espaces verts et d&apos;arbres dans les villages et villes françaises.,Christian,,,294,0.886,0.011,0.103,Urban Planning and Green Spaces,16
